주소,간이약도,관리자,Tel,위도lon,경도lat 
경기도 수원시 영통구 매영로310번길 27,651동 3호라인 1층,박옥금,031-204-7665,37.2523066083,127.0662152628
경기도 광명시 광명로 721,2층0번게이트,이욱,02-2067-5826,37.4693984977,126.8523516602
경상북도 구미시 인동43길 22-42,관리실 내,박진범,054-480-4011,36.0936295442,128.4424351333
대구광역시 남구 대명복개로 230,관리사무소,이준희,053-627-1445,35.8411285350,128.5711200450
경상남도 사천시 사천읍 구암두문로 85,운동장 1층,,055-831-3347,35.0895413590,128.0949253188
경상남도 사천시 정동면 여옥길 36,관리사무실 1층,정진식,055-852-4455,35.0687200738,128.1112755205
경상북도 영양군 영양읍 중앙로 81 영양고등학교,영양고등학교,김진아,054-682-1601,36.6609713743,129.1103540646
"경기도 성남시 분당구 야탑로 227, 한마음복지관 (야탑동)",1층 레포츠센터 수영장 앞,채송화,725-9800,37.4082463271,127.1442447469
서울특별시 양천구 목동동로 81 (신정동),1층 당직실 내,김현진,02-2061-3417,37.5159763327,126.8638563533
경상남도 사천시 주공로 70,1층 출입구,류웅렬,055-832-2641,34.9446356213,128.0878855823
대구광역시 수성구 효행로2길 81,본관 서편 1층 보건실 앞,박두경,053-954-3856,35.8758568024,128.6510694804
서울특별시 서대문구 연희로 136 연희초등학교,보건실,최시내,02-338-9679,37.5690476398,126.9341437732
서울특별시 서대문구 연희로 353 그랜드힐튼호텔,본관 프런트 1층 벨데스크,조윤지,02-2287-8325,37.5894107719,126.9353577207
"경기도 성남시 분당구 분당로 87, 서현고등학교 (서현동)",본관 1층 출입문 우측 100미터,보건교사,031-701-8485,37.3820451536,127.1239098752
광주광역시 북구 본촌마을길 25,건국동 주민센터,박철운,062-410-8854,35.2229467639,126.8816343087
대구광역시 달서구 송현로 156,3층체육관,허진희,053-628-3532,35.8311208075,128.5462143283
경기도 안산시 단원구 화정천동로 296,1층 중앙현관 정면 기둥 오른쪽 면에 부착,현인숙,031-487-5724,37.3312466411,126.8185369378
서울특별시 송파구 올림픽로 지하23 종합운동장역(9호선),안전관리실 정면,김용식,2656-0593,37.5111083479,127.0742882643
경상북도 영주시 구성로142번길 20 남산현대아파트,남산현대아파트 관리사무소,허민,054-635-4524,36.8053782927,128.6312732638
서울특별시 동작구 여의대방로16길 53 동작구민체육센터 (신대방동),지하1층,오창기,070-7204-5057,37.4947257124,126.9167718999
경기도 양주시 부흥로 1533 양주시의회,양주시의회 1층 로비,김진우,031-8082-7041,37.7851901328,127.0449606978
경기도 수원시 권선구 덕영대로1323번길 25-8,"122동 1층 (1,2라인)",이돈성(관리소장),031-306-9090,37.2477930782,127.0350848742
전라남도 여수시 율촌면 여순로 386 한국공항공사 여수지사,일반대합실 1층,김현준,061-689-6319,34.8418220328,127.6127955907
인천광역시 중구 참외전로244번길 47 광성중학교,본관동 2층 교무실 옆 복도,박지영,032-760-5288,37.4677798856,126.6405345456
인천광역시 중구 용유서로 358 인천광역시교직원수련원,교직원수련원 1층 중앙현관,장덕진,032-627-1192,37.4502773289,126.3739649903
울산광역시 중구 염포로 55,종합운동장 1층 동측  E게이트 출입구 내,권동호,052-290-7373,35.5618882329,129.3489260093
대전광역시 유성구 유성대로935번길 50,"지하1층, 건강관리실 입구방향",이평강,042-724-1000,36.3786642947,127.3378281204
인천광역시 서구 고산로40번길 22,원당중학교 본관동 복도 중앙,이지희,032-564-5422,37.5967941166,126.7036392087
인천광역시 서구 봉오대로267번길 11-4,본관동 1층 중앙현관,나순복,032-567-0286,37.5263864930,126.6786856725
인천광역시 서구 청라커낼로 217,본관동 1층 중앙현관,김점순,032-569-6658,37.5278619561,126.6439933317
"서울특별시 은평구 대서문길 64, 북한산국립공원관리소 (진관동)",산성분소(거점용),이주영,02-357-9698,37.6541920372,126.9508767231
대구광역시 북구 구암로 180,관리사무소앞,김상희,323-5669,35.9303276528,128.5608771506
강원도 양구군 양구읍 관공서로 38,양구군청 의회사무과 연결 통로,자치행정과장,0334802210,38.1100011271,127.9899688701
인천광역시 서구 청라에메랄드로 139,본관1층 보건실 앞,이은영,032-628-8376,37.5377499531,126.6556954140
인천광역시 서구 청라에메랄드로 139,후관1층 시청각실 옆,이은영,032-628-8376,37.5377499531,126.6556954140
인천광역시 서구 경서로31번길 31,본관동 1층 중앙현관,한미숙,032-569-0483,37.5566389958,126.6509864714
인천광역시 미추홀구 매소홀로475번길 53 인천인주초등학교 1층 주앙현관,인천인주초등학교 1층 중앙현관,황선주,8752607,37.4423884441,126.6737250498
인천광역시 미추홀구 인주대로366번길 22 인천남부초등학교 본관동 1층 중앙현관,인천남부초등학교 본관동 1층 중앙현관 ,이영숙,0326291084,37.4503304573,126.6758739947
"경기도 수원시 영통구 매영로 84 (매탄동, 한국아파트)",관리동 2층복도,조길행,031-216-2470,37.2674588128,127.0511212455
전라남도 신안군 신의면 신의로 661 면사무소,신의면사무소,김수민,0612717024,34.5848321189,126.0883835986
전라남도 신안군 신의면 상동길 91-7 신의중앙교회,신의중앙교회,김수민,0612717024,34.5884867793,126.0944866649
전라남도 신안군 비금면 서산길 260 서산사,서산사,보건소장,061-275-8434,34.7517309733,125.9043063456
전라남도 신안군 장산면 장산중앙길 2 면사무소,장산면사무소,남태형,061-271-2534,34.6432013854,126.1490017785
전라남도 신안군 장산면 다수길 16 다수리1구 경로당,다수리1구경로당,남태형,061-271-2534,34.6232349567,126.1471426087
전라남도 신안군 장산면 현터길 345-24 장산제일교히,장산제일교회,남태형,061-271-2534,34.6287314862,126.1762241954
인천광역시 강화군 강화읍 고비고개로 45,1층 중앙현관,김매리,032-934-0864,37.7451167036,126.4734631374
인천광역시 서구 서곶로 693-1,1층 중앙현관 우측,최훈정,032-562-6222,37.5816488143,126.673050346
인천광역시 서구 마전로115번길 24,신관 1층 중앙현관,김현희,032-563-5988,37.6110198409,126.6700405507
인천광역시 서구 염곡로 399,본관동 1층 중앙현관,장재은,032-571-0628,37.5203628244,126.6677615018
서울특별시 도봉구 노해로 179,중앙현관,우경희,010-9962-1508,37.6510238922,127.0279442781
서울특별시 도봉구 노해로 313,4층 대강당,손대근,02-3499-6905,37.6519144401,127.0431407688
서울특별시 도봉구 마들로 859-44,1층 보건실 앞,정은희,02-955-5162,37.6872665210,127.0492153746
전라남도 신안군 지도읍 지도증도로 3 천주교회,천주교회,박희란,061-275-0317,35.0573447282,126.2058092479
인천광역시 남동구 청능대로611번길 54,별관동 1층 식당입구,보건교사,032-627-4406,37.4035948788,126.7271205309
"인천광역시 연수구 인천타워대로54번길 46 (송도동,인천해송초등학교)",본관 1층 중앙현관,하영미,032-833-0946,37.3809088664,126.6492868817
"인천광역시 연수구 독배로 91 (옥련동,송도고등학교)",본관 1층 중앙현관,이현철,070-4649-4743,37.4293688315,126.6443653733
인천광역시 남동구 석산로208번길 37,중앙현관 1층,보건교사,032-469-5894,37.4593765209,126.7159390965
인천광역시 남동구 백범로180번길 25,보관 중앙현관 1층,보건교사,032-629-4359,37.4597670517,126.7291549077
인천광역시 강화군 삼산면 삼산남로 345,본관동 1층 현관 옆 유치원 출입문,박미선,032-627-1324,37.6686982336,126.3627091476
"인천광역시 부평구 영성중로 32 (삼산동, 한길초등학교)",1층 중앙현관,보건교사,032-507-4872,37.5192552606,126.7458059264
인천광역시 남동구 인수로 3,본관 1층 중앙현관 보건실앞,보건교사,032-461-8906,37.4541041492,126.7362921805
인천광역시 강화군 양도면 강화남로 704,본관동 1층 중앙현관,이영님,0326274272,37.6623712365,126.4232019233
경기도 용인시 처인구 포곡읍 에버랜드로 199,에버랜드내물개공연장,허진영,031-320-5118,37.2925336664,127.2050130791
경상북도 경주시 강변로 184 (노서동),남쪽 유리벽쪽,이지혜,010-3359-4547,35.8397586422,129.2024642831
경상북도 경주시 알천북로 1 (황성동),2층 로비,이지혜,054-779-8622,35.8623568628,129.2059985760
"충청남도 당진시 신평면 원신당로 60-27, 신당보건진료소",출입문 좌측 벽면,구자영,010-8567-4643,36.8680139617,126.8037488476
충청남도 당진시 석문면 통정3길 2-1,민원실 창가 옆,송지연,010-4110-9753,36.9819567753,126.5908703910
경상북도 포항시 북구 법원로63번길 10,1층 중앙현관 우측벽면,김정숙,0542423582,36.0817057052,129.3849208881
경기도 수원시 영통구 매영로310번길 27,652동 3호라인 1층,박옥금,031-204-7665,37.2523066083,127.0662152628
강원도 강릉시 종합운동장길 72-25,강릉실내인라인경기장,응급의료담당자,033-660-3011,37.7725915493,128.8931603720
충청북도 음성군 맹동면 이수로 31 관리사무소 복도,관리사무소 복도,정연준,010-6236-7631,36.9158749089,127.5454830119
"인천광역시 부평구 부평대로 168 (부평동, 부평구청)",삼산2동주민센터,서무담당,032-509-8223,37.5118364453,126.7363758941
경상북도 포항시 북구 우창동로 71 관리소 앞,관리소 앞,관리소 이재우,054-252-1799,36.0569082325,129.3643146831
경상남도 창원시 의창구 동읍 의창대로 902 (용잠리),파출소 사무실,박수연,055-291-3112,35.2787220650,128.6892930444
"경기도 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)","207동 1층(3,4라인)",김성관,031-259-9071,37.3031494755,127.0189403997
"경기도 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)","210동 1층(3,4라인)",김성관,031-259-9071,37.3031494755,127.0189403997
"경기도 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)","214동 1층(3,4라인)",김성관,031-259-9071,37.3031494755,127.0189403997
경기도 수원시 장안구 경수대로 893 1층,1층 의무실,김종민,031-248-9074,37.2999176693,127.0097675586
인천광역시 중구 은하수로 465 관리사무소,영종7단지LH아파트 관리사무소,안준희,032-746-9972,37.4843427631,126.5516311237
대구광역시 북구 옥산로 65,종합민원실 1층,민원담당,665-2315,35.8856831132,128.5827811347
경상남도 창원시 마산합포구 경상남도 창원시 마산회원구 팔용로 272,1층 로비,관장,055-298-8600,35.2482835293,128.6009483109
부산광역시 금정구 부곡로18번안길 37,민원실,행정민원팀장,051-519-5263,35.2198877198,129.0885688862
경상북도 구미시 해마루공원로 111,아파트 관리사무실,최익수,054-476-0890,36.1418372005,128.4273191795
제주특별자치도 제주시 남성로 149 제주남초등학교,제주남초등학교보건실,김경섭,064-729-3752,33.5099616848,126.5211743953
충청남도 논산시 강경읍 동안로112번길 46 강경실내수영장,1층로비,최성근,01098224640,36.1468263694,127.0228365048
경상북도 문경시 문경읍 온천강변1길 77,1층 로비,양승훈,054-559-2213,36.7250107009,128.1142378877
"전라북도 익산시 선화로 41 (모현동1가, 배산사랑으로1차부영아파트)",관리사무소,조수진,063-857-2180,35.9523342669,126.9363984453
경기도 광명시 소하로 189 202동,202동 승강기 옆,김민지 ,02-897-7337,37.4474364285,126.8934989669
경기도 광명시 소하로 189 205동,205동 승강기 옆,김민지 ,02-897-7337,37.4474364285,126.8934989669
전라북도 군산시 용둔길 12,관리사무소 입구,이재강,063-466-1483,35.9411081851,126.691825897
경기도 수원시 권선구 덕영대로1323번길 25-8,"122동 1층 (3,4라인)",이돈성(관리소장),031-306-9090,37.2477930782,127.0350848742
경기도 수원시 권선구 덕영대로1323번길 25-8,"124동 1층 (1,2라인)",이돈성(관리소장),031-306-9090,37.2477930782,127.0350848742
경기도 수원시 권선구 덕영대로1323번길 25-8,"126동 1층 (3,4라인)",이돈성(관리소장),031-306-9090,37.2477930782,127.0350848742
전라북도 부안군 변산면 격포항길 64-18 격포여객터미널,격포여객터미널내,,063-580-3806,35.6209799357,126.4700727452
경기도 구리시 장자호수길 125,후문 경비초소(6초소),고영균,031-555-6073,37.5860476361,127.1431549132
서울특별시 양천구 신정로7길 76,202동,임종만,02-2060-9497,37.5135083255,126.8360674721
서울특별시 양천구 신정로7길 76,205동,임종만,02-2060-9497,37.5135083255,126.8360674721
"경상남도 창원시 의창구 반계로 104-21 (팔용동, 벽산블루밍아파트B단지)",관리사무실(2층),관리소장,055-297-0043,35.2536101718,128.6192033759
경기도 수원시 권선구 덕영대로1323번길 25-8,"123동 1층 (1,2라인)",이돈성(관리소장),031-306-9090,37.2477930782,127.0350848742
