이름,주소,전화번호,경도,위도
장산도서관,"경북 경산시 경산로13길 7 (옥곡동, 경산시립장산도서관)",T.053-804-7960,128.7303644,35.81451799
홈플러스경산점,"경북 경산시 경안로 288 (중방동, 홈플러스 경산점)",T.053-715-8121,128.7356443,35.83282506
경산시보건소,"경북 경산시 남매로 158 (중방동, 경산시보건소)",T.053-810-6388,128.7432822,35.82511131
임당역,"경북 경산시 대학로 지하 170 (중방동, 임당역)",T.053-811-0732,128.7413839,35.83401348
영남대역,"경북 경산시 대학로 지하 270 (대동, 영남대역)",T.053-801-3785,128.7521477,35.83583337
정평역,"경북 경산시 대학로 지하 60 (정평동, 정평역)",T.053-811-4753,128.7291979,35.83398098
이마트경산점,"경북 경산시 옥산로 227 (중산동, 경산이마트)",T.053-940-1053,128.7200866,35.83491119
와촌휴게소,경북 경산시 와촌면 강학길 103 (강학리),T.053-853-1002,128.7763172,35.95171212
경산역,"경북 경산시 중앙로 1 (사정동, 경산역)",T.053-816-4973,128.7275076,35.81939081
NC백화점,경북 경산시 중앙로 39 (중방동),T.010-2813-5293,128.731477,35.82178558
경산휴게소,경북 경산시 진량읍 대학로 1089 (신상리),T.053-852-5243,128.8104969,35.87960307
평사휴게소,"경북 경산시 진량읍 경부고속도로 105 (평사리, 평사휴게소)",T.053-852-8651,128.8673111,35.88507307
건천휴게소(서울방향),경북 경주시 건천읍 경부고속도로 76 (금척리),T.054-751-7401,129.1092346,35.83188823
건천휴게소(부산방향),경북 경주시 건천읍 경부고속도로 77 (방내리),T.054-751-6890,129.1092243,35.8299366
신경주역,"경북 경주시 건천읍 신경주역로 80 (화천리, 신경주KTX역사)",T.054-613-8004,129.1393983,35.79808088
경주세계문화엑스포,경북 경주시 경감로 614 (천군동),T.054-740-3041,129.2917917,35.83261181
홈플러스 경주점,"경북 경주시 공단로 97 (용강동, 홈플러스)",T.054-770-8007,129.2248631,35.87344152
경주월드,경북 경주시 보문로 544 (천군동),T.070-7113-6126,129.2837393,35.83576295
경주동궁원,경북 경주시 보문로 74-14 (북군동),T.054-779-8727,129.2615043,35.84949038
경주시청,"경북 경주시 양정로 260 (동천동, 경주시청)",T.054-779-6671,129.2247247,35.85619926
경주시보건소,"경북 경주시 양정로 300 (동천동, 경주시보건소)",T.054-779-8625,129.2246325,35.85948199
국립경주박물관,경북 경주시 일정로 186 (인왕동),T.054-740-7604,129.2286811,35.82943013
건강보험공단,"경북 경주시 태종로 426 (충효동, 국민건강보험공단 경주지사)",T.054-750-3112,129.17665,35.84393446
고령군청,"경북 고령군 대가야읍 왕릉로 55 (지산리, 고령군청)",T.054-954-2201,128.2638744,35.72565906
고령군보건소,경북 고령군 대가야읍 왕릉로 56-5,T.054-954-1300,128.2648144,35.72523619
순천향대학교구미병원,"경북 구미시 1공단로 179 (공단동, 구미순천향병원)",T.054-468-9230,128.3827298,36.1023472
홈플러스 구미점,"경북 구미시 구미대로 174 (광평동, 홈플러스 구미광평점)",T.054-459-8102,128.3637497,36.10275492
이마트구미점,경북 구미시 구미대로 256 (광평동),T.054-467-1051,128.3648926,36.1094733
구미시탄소제로교육관,"경북 구미시 금오산로 336-97 (남통동, 경상북도환경연수원)",T.054-480-5352,128.3095595,36.11915838
낙동강구미휴게소,경북 구미시 도개면 용산3길 122-65 (용산리),T.054-475-2971,128.3009452,36.34365051
구미시립봉곡도서관,경북 구미시 봉곡로15길 54 (봉곡동),T.054-480-2110,128.3076914,36.1529147
경운대학교,"경북 구미시 산동면 강동로 730 (인덕리, 경운대학교)",T.054-479-1033,128.4690792,36.16830438
국민건강보험공단구미지사,경북 구미시 산호대로 181 (공단동),T.054-467-4113,128.3848285,36.10004739
구미시보건소,"경북 구미시 선산대로 111 (지산동, 구미보건소)",T.054-480-4037,128.345954,36.13993542
선산보건소,"경북 구미시 선산읍 선주로 121 (동부리, 선산보건소)",T.054-480-4158,128.3003145,36.24419984
구미시청,"경북 구미시 송정대로 55 (송정동, 구미시청)",T.054-480-2805,128.3446711,36.11978928
선산휴게소(양평방향),경북 구미시 옥성면 중부내륙고속도로 128 (대원리),T.054-482-6011,128.2491517,36.27808393
(주)에스에스유통 선산(창원방향)휴게소,경북 구미시 옥성면 중부내륙고속도로 129 (대원리),T.054-482-6031,128.249359,36.2751651
구미시추모공원,"경북 구미시 옥성면 추모공원로 81 (농소리, 구미추모공원)",T.054-480-2322,128.2684497,36.3181886
군위휴게소(춘천방향),"경북 군위군 군위읍 경북대로 4082 (오곡리, 군위휴게소춘천방향)",T.054-383-7114,128.5734527,36.26631008
군위휴게소(부산방향),"경북 군위군 군위읍 경북대로 4084 (오곡리, 군위휴게소부산방향)",T.054-383-6114,128.5745197,36.26547111
군위군청,"경북 군위군 군위읍 군청로 200 (동부리, 군위군청)",T.054-380-6086,128.5728821,36.24300337
군위군보건소,"경북 군위군 군위읍 군청로 70 (동부리, 군위군보건소)",T.054-380-7442,128.5699533,36.22959376
삼국유사군위지점휴게소(상주방향),경북 군위군 부계면 치산효령로 989-23 (창평리),T.054-383-8778,128.6966146,36.0794869
군위영천지점휴게소(영천방향),경북 군위군 산성면 치산효령로 865-43 (백학리),T.054-383-8448,128.7081357,36.07123958
김천시청,"경북 김천시 시청1길 1 (신음동, 김천시청)",T.054-420-6146,128.1133091,36.1397175
김천시보건소,"경북 김천시 시청1길 221 (신음동, 김천시보건소)",T.054-421-2735,128.112859,36.1395339
이마트 김천점,"경북 김천시 시청로 75 (신음동, 이마트)",T.054-420-1234,128.1168312,36.13493125
롯데마트 김천점,"경북 김천시 시청로 80 (신음동, 롯데마트김천점)",T.054-429-0800,128.1177938,36.13596993
김천소년교도소,경북 김천시 영남대로 1968,T.054-429-5510,128.1458668,36.11423404
KTX김천구미역,"경북 김천시 남면 혁신1로 51 (옥산리, 김천(구미)역)",T.054-437-2752,128.1811762,36.1135291
녹색미래과학관,"경북 김천시 혁신6로 31 (율곡동, 김천녹색미래과학관)",T.054-429-1640,128.1848524,36.12470096
문경시청,"경북 문경시 당교로 225 (모전동, 문경시청)",T.054-550-6781,128.1868309,36.58652656
점촌시외버스터미널,경북 문경시 모전로 54 (모전동),T.054-556-7707,128.1923144,36.58610611
홈플러스,경북 문경시 모전로 65,T.054-559-8121,128.1903774,36.58731065
문경시보건소,"경북 문경시 점촌1길 9 (점촌동, 문경시보건소)",T.054-550-8061,128.1975185,36.59625463
육아종합지원센터,경북 문경시 점촌역옆길 25 (흥덕동),T.054-701-2337,128.204655,36.59803815
문경휴게소(마산방향),"경북 문경시 중부내륙고속도로 173 (유곡동, 문경마산방향휴게소)",T.054-554-1655,128.1499321,36.62051108
문경휴게소(양펑방향),"경북 문경시 중부내륙고속도로 174 (유곡동, 문경양평방향휴게소)",T.054-554-1610,128.1525347,36.62064109
봉화군청,"경북 봉화군 봉화읍 봉화로 1111 (내성리, 봉화군청)",T.054-679-6172,128.7322522,36.89328089
봉화군보건소,"경북 봉화군 봉화읍 봉화로 1203 (내성리, 봉화군보건소)",T.054-679-6742,128.7418675,36.89070309
낙동강역사이야기관,"경북 상주시 낙동면 낙동1길 116 (낙동리, 낙동강 역사이야기관)",T.054-532-6380,128.3087384,36.36638162
국민건강보험공단상주지사,경북 상주시 상산로 131 (신봉동),T.054-907-4613,128.1598992,36.40279933
상주시청,"경북 상주시 상산로 223 (남성동, 상주시청)",T.054-537-7733,128.1585479,36.41115591
상주자전거박물관,경북 상주시 용마로 415 (도남동),T.054-537-5735,128.2550606,36.45322823
상주시보건소1,"경북 상주시 중앙로 111 (무양동, 상주시선거관리위원회)",T.054-537-5232,128.1496429,36.41663072
남성주참외휴게소(창원방향),"경북 성주군 선남면 중부내륙고속도로 77 (명포리, 남성주(창원방향)휴게소)",T.054-933-7105,128.3164066,35.86800301
성주군보건소,"경북 성주군 성주읍 성밖숲길 12 (경산리, 성주군보건소)",T.054-930-8144,128.2790125,35.91711719
남성주참외휴게소(양평방향),"경북 성주군 용암면 중부내륙고속도로 76 (본리리, 남성주(양평방향)휴게소)",T.054-931-5741,128.3196957,35.85798762
성주휴게소(창원방향),경북 성주군 초전면 중부내륙고속도로 97 (용봉리),T.054-932-0800,128.2594276,36.00929349
성주휴게소(양평방향),경북 성주군 초전면 중부내륙고속도로 98 (용봉리),T.054-933-0800,128.2618466,36.00958017
강남 어린이도서관,경북 안동시 강남5길 113-14 (정하동),T.054-840-3901,128.7298325,36.5488386
안동버스터미널,"경북 안동시 경동로 130 (송현동, 안동버스터미널)",T.054-857-8296,128.6758879,36.57442296
홈플러스 안동점,"경북 안동시 경동로 656 (운흥동, 홈플러스)",T.054-840-8324,128.7295583,36.56255806
안동역,"경북 안동시 경동로 684 (운흥동, 안동역)",T.054-851-5231,128.7325939,36.56143263
유교랜드,"경북 안동시 관광단지로 346-30 (성곡동, 유교랜드)",T.054-820-8824,128.7786157,36.56950936
안동시보건소,"경북 안동시 서동문로 165 (북문동, 안동시보건소)",T.054-840-5964,128.7302573,36.56699733
이마트 안동점,"경북 안동시 옥동1길 2 (옥동, 이마트)",T.054-850-1253,128.6986751,36.55852093
국민건강보험공단 (안동지사),"경북 안동시 중평2길 33 (용상동, 국민건강보험공단)",T.054-820-2014,128.7546778,36.55490564
안동 문화예술의전당,"경북 안동시 축제장길 66 (안흥동, 안동문화예술의전당)",T.054-840-3605,128.7250764,36.55940974
안동시청,"경북 안동시 퇴계로 115 (명륜동, 안동시청)",T.054-840-6142,128.7280249,36.56893025
안동휴게소 (상),"경북 안동시 풍산읍 풍산태사로 1903-27 (계평리, 서안동휴게소)",T.054-853-4370,128.6419812,36.55321908
안동휴게소 (하),"경북 안동시 풍산읍 풍산태사로 1913-40 (계평리, 서안동휴게소)",T.054-853-4061,128.6454218,36.55355008
경북도청,"경북 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)",T.054-880-2945,128.5053682,36.57615326
강구역,"경북 영덕군 강구면 강산로 67 (화전리, 강구역)",T.054-722-7824,129.3719943,36.35230183
영덕군보건소,"경북 영덕군 영덕읍 군청길 53 (덕곡리, 보건소)",T.054-730-6828,129.3735581,36.41354497
국민건강보험공단울진영덕지사,"경북 영덕군 영덕읍 영덕로 135 (우곡리, 국민건강보험공단)",T.054-730-2111,129.3747877,36.40705135
영덕역,"경북 영덕군 영덕읍 중앙길 29 (우곡리, 영덕역)",T.054-722-7831,129.3773211,36.41026555
영양군청,"경북 영양군 영양읍 군청길 37 (서부리, 영양군청)",T.054-680-6181,129.1123665,36.66718244
영양군보건소,"경북 영양군 영양읍 동서대로 82 (동부리, 영양군 보건소)",T.054-680-5153,129.1171687,36.66146785
장난감도서관,경북 영주시 광복로 47 (영주동),T.054-632-1607,128.6237039,36.82825304
파머스마켓,"경북 영주시 구성로 25 (조암동, 파머스마켓)",T.054-639-3300,128.6315634,36.79581972
홈플러스 영주점,"경북 영주시 대학로 29 (휴천동, 삼성홈플러스)",T.010-8525-8689,128.6212889,36.80914435
영주시외버스터미널,"경북 영주시 대학로 352 (가흥동, 영주종합터미널)",T.064-631-1006,128.6057653,36.82706577
영주역,"경북 영주시 선비로 64 (휴천동, 영주역)",T.054-639-2241,128.6248925,36.81121063
영주시청,"경북 영주시 시청로 1 (휴천동, 영주시청)",T.054-639-6282,128.6248028,36.80594482
영주시보건소,"경북 영주시 시청로1번길 19 (휴천동, 영주시보건소)",T.054-639-6464,128.6219763,36.8060211
국민건강보험공단영주봉화지사,"경북 영주시 중앙로 56 (영주동, 국민건강보험공단 영주봉화지사)",T.054-917-8113,128.6226483,36.82085785
영천시보건소,경북 영천시 옛군청1길 31,T.054-339-7898,128.9324649,35.96854114
영천휴게소(포항방향),"경북 영천시 임고면 운주로 777 (금대리, 영천(포항방향)주유소)",T.054-338-0062,129.0433002,36.05118676
영천휴게소(대구방향),경북 영천시 임고면 운주로 791 (금대리),T.054-338-0037,129.0428089,36.05323946
영천시립도서관,"경북 영천시 중앙동1길 80 (문외동, 영천시 시립도서관)",T.054-339-7778,128.9330002,35.97545727
국민건강보험공단 (영천지사),"경북 영천시 중앙동1길 45 (문외동, 국민건강보험공단)",T.054-330-0714,128.9332329,35.97367851
청통휴게소(대구방향),경북 영천시 청통면 청통로 334-42 (우천리),T.054-337-5009,128.8588094,35.9935057
까페비엔,경북 영천시 한방로 27 (도동),T.054-337-1238,128.9329233,35.943503
예천군청,"경북 예천군 예천읍 충효로 111 (대심리, 예천군청)",T.054-650-6133,128.4363384,36.64661758
예천터미널,"경북 예천군 예천읍 충효로 165 (대심리, 예천버스정류장)",T.054-654-3798,128.4432363,36.64830965
예천군보건소,"경북 예천군 예천읍 군청길 33 (노상리, 예천군보건소)",T.054-650-8052,128.4527933,36.65799188
아이노리 키즈카페,"경북 예천군 호명면 새움3로 30 (산합리, 제일프라자)",T.054-654-8009,128.4900046,36.57649604
호명면사무소,경북 예천군 호명면 오천길 2,T.054-650-8502,128.4687329,36.59454008
예천곤충연구소,"경북 예천군 효자면 은풍로 1045 (고항리, 예천군산업곤충연구소)",T.054-650-8262,128.4579535,36.8246606
경상북도 민물고기 생태체험관,경북 울진군 근남면 불영계곡로 3532,T.054-785-8012,129.3811397,36.96625733
울진엑스포공원,경북 울진군 근남면 친환경엑스포로 25,T.054-789-5512,129.4068251,36.97205082
울진군보건소,"경북 울진군 울진읍 읍내8길 61-8 (읍내리, 울진군보건소)",T.054-789-5052,129.4046011,36.99621784
죽변면도서관,"경북 울진군 죽변면 죽변북로 64-4 (죽변리, 죽변면도서관)",T.054-782-1874,129.4188416,37.06492989
울진남부 아이누리 장난감도서관,"경북 울진군 후포면 후포삼율로 194-13 (삼율리, 울진남부도서관)",T.054-787-1888,129.4438284,36.68813364
의성휴게소(영덕방향),경북 의성군 안계면 새못안길 45-47 (양곡리),T.054-862-9251,128.4469455,36.40967694
의성휴게소(상주방향),경북 의성군 안계면 새못안길 45-49 (양곡리),T.054-862-9251,128.444553,36.4109276
의성군보건소,경북 의성군 의성읍 북부길 150,T.054-830-6472,128.6842126,36.36751831
청도군보건소,경북 청도군 화양읍 청화로 79-11,T.054-370-6482,128.7372622,35.64862641
